title,magnitude,date,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"M 6.8 - 187 km E of Levuka, Fiji",6.8,2018-11-18,0,3,green,1,711,us,0,2.879,39.0,mww,540.0,-17.8735,-178.927,"Levuka, Fiji",Fiji region
"M 6.7 - 120 km NW of Olonkinbyen, Svalbard and Jan Mayen",6.7,2018-09-11,3,4,green,1,693,us,0,7.853,19.0,mww,10.0,71.6312,-11.2431,"Olonkinbyen, Svalbard and Jan Mayen",Svalbard and Jan Mayen
"M 6.8 - 32 km SW of Lithakiá, Greece",6.8,2018-10-25,8,7,yellow,0,954,us,0,2.268,15.0,mww,14.0,37.5203,20.5565,"Lithakiá, Greece",Greece
"M 6.5 - 237 km SW of Port McNeill, Canada",6.5,2018-10-22,2,4,green,0,655,us,0,1.692,68.0,mww,10.0,49.297,-129.724,"Port McNeill, Canada",Canada
"M 6.8 - 210 km SW of Port McNeill, Canada",6.8,2018-10-22,4,4,green,1,776,us,0,1.505,36.0,mww,10.0,49.3346,-129.289,"Port McNeill, Canada",Canada
"M 6.5 - 223 km SW of Port McNeill, Canada",6.5,2018-10-22,3,4,green,1,669,us,0,1.611,63.0,mww,10.0,49.2586,-129.412,"Port McNeill, Canada",Canada
"M 6.5 - 171 km E of Tadine, New Caledonia",6.5,2018-10-16,0,4,green,1,650,us,0,2.109,22.0,mww,17.0,-21.7427,169.522,"Tadine, New Caledonia",New Caledonia
"M 6.7 - 269 km WNW of Ozernovskiy, Russia",6.7,2018-10-13,0,3,green,1,691,us,0,2.705,17.0,mww,461.0,52.8549,153.243,"Ozernovskiy, Russia",Russia region
"M 6.5 - 154 km S of Severo-Kuril’sk, Russia",6.5,2018-10-10,0,4,green,1,650,us,0,3.923,14.0,mww,20.0,49.2902,156.297,"Severo-Kuril’sk, Russia",Russia region
"M 7.0 - 119 km E of Kimbe, Papua New Guinea",7.0,2018-10-10,6,6,green,1,758,us,0,1.778,18.0,mww,39.0,-5.7012,151.205,"Kimbe, Papua New Guinea",Papua New Guinea
"M 6.7 - 279 km E of Levuka, Fiji",6.7,2018-09-30,2,3,green,1,691,us,0,3.745,23.0,mww,550.0,-18.3604,-178.063,"Levuka, Fiji",Fiji region
"M 7.5 - 72 km N of Palu, Indonesia",7.5,2018-09-28,8,8,red,0,2026,us,0,1.649,13.0,mww,20.0,-0.2559,119.846,"Palu, Indonesia",Indonesia
M 6.5 - south of the Fiji Islands,6.5,2018-09-16,4,1,green,0,651,us,0,5.139,18.0,mww,576.0,-25.415,178.199,the Fiji Islands,Fiji region
M 6.9 - Kermadec Islands region,6.9,2018-10-09,3,4,green,0,735,us,0,2.785,18.0,mww,115.0,-31.7447,-179.373,Kermadec Islands region,Kermadec Islands region
"M 6.5 - 66 km NW of Kirakira, Solomon Islands",6.5,2018-09-09,3,6,green,1,651,us,0,1.638,25.0,mww,68.0,-10.0207,161.503,"Kirakira, Solomon Islands",Solomon Islands
"M 7.9 - 45 km S of Levuka, Fiji",7.9,2018-06-09,7,4,green,1,979,us,0,1.431,12.0,mww,670.81,-18.4743,179.35,"Levuka, Fiji",Fiji region
"M 6.6 - 27 km ESE of Chitose, Japan",6.6,2018-05-09,8,9,orange,1,1075,us,0,1.13,32.0,mww,35.0,42.6861,141.929,"Chitose, Japan",Japan
"M 7.1 - 238 km ESE of Tadine, New Caledonia",7.1,2018-08-29,2,5,green,1,776,us,0,2.548,23.0,mww,21.43,-22.0295,170.126,"Tadine, New Caledonia",New Caledonia
"M 7.1 - 136 km W of Iñapari, Peru",7.1,2018-08-24,0,3,green,0,776,us,0,3.77,12.0,mww,630.0,-11.0355,-70.8284,"Iñapari, Peru",Peru
"M 6.5 - 78 km E of Lakatoro, Vanuatu",6.5,2018-08-21,6,7,green,1,652,us,0,4.797,10.0,mww,9.0,-16.0315,168.143,"Lakatoro, Vanuatu",Vanuatu region
"M 7.3 - 40 km ENE of Carúpano, Venezuela",7.3,2018-08-21,8,6,yellow,1,1570,us,0,1.822,15.0,mww,146.82,10.7731,-62.9019,"Carúpano, Venezuela",Venezuela
"M 6.9 - 20 km NNW of Labuan Lombok, Indonesia",6.9,2018-08-19,7,7,green,0,1206,us,0,2.453,31.0,mww,21.0,-8.319,116.627,"Labuan Lombok, Indonesia",Indonesia
"M 8.2 - 267 km E of Levuka, Fiji",8.2,2018-08-19,5,4,green,1,1050,us,0,3.63,13.0,mww,600.0,-18.1125,-178.153,"Levuka, Fiji",Fiji region
"M 6.5 - 124 km N of Labuan Bajo, Indonesia",6.5,2018-08-17,5,3,green,0,743,us,0,2.719,23.0,mww,529.0,-7.3718,119.802,"Labuan Bajo, Indonesia",Indonesia
"M 6.5 - 108 km WSW of Adak, Alaska",6.5,2018-08-15,6,6,green,1,655,us,0,0.576,22.0,mww,33.93,51.4234,-178.026,"Adak, Alaska",USA
"M 6.9 - 36 km NW of Labuan Lombok, Indonesia",6.9,2018-05-08,9,8,orange,0,1704,us,0,2.271,15.0,mww,34.0,-8.2581,116.438,"Labuan Lombok, Indonesia",Indonesia
"M 6.9 - 18 km SSW of Leilani Estates, Hawaii",6.9,2018-04-05,7,8,yellow,1,1392,hv,63,0.11,210.0,mw,5.81,19.3182,-155.0,"Leilani Estates, Hawaii",USA
"M 6.8 - 38 km SE of Boyuibe, Bolivia",6.8,2018-02-04,5,3,green,0,733,us,0,5.32,16.0,mww,559.0,-20.6588,-63.0058,"Boyuibe, Bolivia",Bolivia
"M 6.9 - 150 km E of Kimbe, Papua New Guinea",6.9,2018-03-29,9,6,green,1,741,us,0,1.487,18.0,mww,35.0,-5.5321,151.5,"Kimbe, Papua New Guinea",Papua New Guinea
"M 6.7 - 140 km E of Kimbe, Papua New Guinea",6.7,2018-03-26,5,6,green,1,696,us,0,1.507,15.0,mww,40.0,-5.5024,151.402,"Kimbe, Papua New Guinea",Papua New Guinea
"M 6.8 - 103 km E of Kokopo, Papua New Guinea",6.8,2018-08-03,6,6,green,1,719,us,0,1.049,16.0,mww,22.86,-4.3762,153.2,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.7 - 62 km SW of Tari, Papua New Guinea",6.7,2018-06-03,8,7,green,1,697,us,0,5.457,19.0,mww,20.49,-6.3043,142.612,"Tari, Papua New Guinea",Papua New Guinea
"M 7.5 - 32 km SW of Tari, Papua New Guinea",7.5,2018-02-25,9,8,yellow,1,943,us,0,5.48,17.0,mww,25.21,-6.0699,142.754,"Tari, Papua New Guinea",Papua New Guinea
"M 7.2 - 4 km S of Pinotepa de Don Luis, Mexico",7.2,2018-02-16,7,7,yellow,1,1384,us,0,0.142,82.0,mww,22.0,16.3855,-97.9787,"Pinotepa de Don Luis, Mexico",Mexico
"M 7.9 - 261 km SE of Chiniak, Alaska",7.9,2018-01-23,9,4,green,1,1870,us,0,2.585,30.0,mww,14.06,56.0039,-149.166,"Chiniak, Alaska",USA
"M 7.1 - 37 km W of Atiquipa, Peru",7.1,2018-01-14,9,7,green,1,1075,us,0,4.29,23.0,mww,39.0,-15.7675,-74.7092,"Atiquipa, Peru",Peru
"M 7.5 - 203 km NNE of Barra Patuca, Honduras",7.5,2018-10-01,8,5,green,1,1623,us,0,4.581,12.0,mww,19.0,17.4825,-83.52,"Barra Patuca, Honduras",Honduras
"M 6.5 - 12 km SSW of Kawalu, Indonesia",6.5,2017-12-15,8,7,green,0,998,us,0,2.365,28.0,mww,90.0,-7.4921,108.174,"Kawalu, Indonesia",Indonesia
M 6.5 - Bouvet Island region,6.5,2017-12-13,1,5,green,1,651,us,0,17.654,23.0,mww,17.0,-54.2189,2.1628,Bouvet Island region,Bouvet Island region
"M 7.0 - 85 km ENE of Tadine, New Caledonia",7.0,2017-11-19,4,6,green,1,771,us,0,0.617,14.0,mww,10.0,-21.3246,168.671,"Tadine, New Caledonia",New Caledonia
"M 6.6 - 74 km E of Tadine, New Caledonia",6.6,2017-11-19,4,5,green,1,676,us,0,0.529,21.0,mww,13.0,-21.5027,168.598,"Tadine, New Caledonia",New Caledonia
"M 6.5 - 18 km W of Parrita, Costa Rica",6.5,2017-11-13,8,8,yellow,1,1153,us,0,0.225,37.0,mww,19.36,9.5147,-84.4865,"Parrita, Costa Rica",Costa Rica
"M 7.3 - 29 km S of ?alabja, Iraq",7.3,2017-12-11,8,9,red,0,2790,us,0,0.284,33.0,mww,19.0,34.9109,45.9592,Halabja,Iran
"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,2017-07-11,6,5,green,1,661,us,0,4.449,10.0,mww,110.57,-4.2433,143.485,"Angoram, Papua New Guinea",Papua New Guinea
"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,2017-04-11,5,5,green,1,727,us,0,4.852,21.0,mww,10.0,-15.3197,-173.168,"Hihifo, Tonga",Tonga
"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,2017-01-11,3,5,green,1,674,us,0,0.788,29.0,mww,22.0,-21.6484,168.859,"Tadine, New Caledonia",New Caledonia
"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,2017-10-31,3,4,green,1,691,us,0,1.062,55.0,mww,24.0,-21.6971,169.148,"Tadine, New Caledonia",New Caledonia
"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,2017-10-24,3,3,green,0,694,us,0,1.634,16.0,mww,553.81,-7.2168,123.074,"Maumere, Indonesia",Indonesia
"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,2017-08-10,3,5,green,1,651,us,0,1.154,11.0,mww,119.0,52.3909,176.769,"Attu Station, Alaska",USA
"M 7.1 - 1 km S of Matzaco, Mexico",7.1,2017-09-19,9,8,unknown,0,1686,us,0,0.984,23.0,mww,48.0,18.5499,-98.4887,"Matzaco, Mexico",Mexico
"M 8.2 - near the coast of Chiapas, Mexico",8.2,2017-08-09,9,7,red,1,2910,us,0,0.944,22.0,mww,47.39,15.0222,-93.8993,"Chiapas, Mexico",Mexico
"M 6.5 - 168 km SW of Mawu, China",6.5,2017-08-08,5,7,yellow,0,707,us,0,11.411,22.0,mww,9.0,33.1926,103.855,"Mawu, China",CHINA
"M 6.6 - 11 km ENE of Kos, Greece",6.6,2017-07-20,7,7,yellow,0,1064,us,0,0.913,16.0,mww,7.0,36.9293,27.4139,"Kos, Greece",Turkey
"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,2017-07-17,8,7,green,1,918,us,0,3.564,13.0,mww,10.0,54.4434,168.857,"Komandorskiye Ostrova, Russia region",Russia region
"M 6.6 - Auckland Islands, New Zealand region",6.6,2017-11-07,5,4,green,1,704,us,0,3.773,37.0,mww,10.0,-49.4837,164.016,"Auckland Islands, New Zealand region",New Zealand region
"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,2017-06-07,9,8,yellow,1,740,us,0,4.139,30.0,mww,9.0,11.1269,124.629,"Lim-oo, Philippines",Philippines
"M 6.8 - 28 km SW of Puerto San José, Guatemala",6.8,2017-06-22,6,6,yellow,1,1034,us,0,1.065,38.0,mww,38.12,13.7174,-90.9718,"Puerto San José, Guatemala",Guatemala
"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,2017-06-14,8,6,yellow,1,1188,us,0,0.247,35.0,mww,93.0,14.9091,-92.0092,"San Pablo, Guatemala",Guatemala
"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,2017-02-06,0,4,green,1,711,us,0,2.308,12.0,mww,5.0,54.0312,170.92,"Attu Station, Alaska",USA
"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,2017-05-29,7,7,green,0,678,us,0,2.353,18.0,mww,12.0,-1.2923,120.431,"Poso, Indonesia",Indonesia
M 6.5 - South Sandwich Islands region,6.5,2017-10-05,0,4,green,1,650,us,0,6.489,17.0,mww,15.0,-56.414,-25.7432,South Sandwich Islands region,South Sandwich Islands region
"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,2017-09-05,6,5,green,1,713,us,0,7.495,19.0,mww,169.0,-14.5884,167.377,"Port-Olry, Vanuatu",Vanuatu region
"M 6.9 - 31 km SW of Burias, Philippines",6.9,2017-04-28,9,6,green,1,814,us,0,1.636,14.0,mww,26.0,5.5043,125.066,"Burias, Philippines",Philippines
"M 6.9 - 40 km W of Valparaíso, Chile",6.9,2017-04-24,9,7,yellow,1,1642,us,0,0.356,39.0,mww,28.0,-33.0375,-72.0617,"Valparaíso, Chile",Chile
"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,2017-03-04,7,8,green,0,1297,us,0,2.36,15.0,mww,29.0,-22.6784,25.1558,"Moijabana, Botswana",Botswana
"M 6.6 - 81 km NNE of Ust’-Kamchatsk Staryy, Russia",6.6,2017-03-29,6,7,yellow,1,671,us,0,4.591,14.0,mww,17.0,56.9401,162.786,"Ust’-Kamchatsk Staryy, Russia",Russia region
M 6.9 - south of the Fiji Islands,6.9,2017-02-24,2,3,green,1,733,us,0,6.012,19.0,mww,414.5,-23.2593,-178.804,the Fiji Islands,Fiji region
"M 6.5 - 41 km E of Padilla, Bolivia",6.5,2017-02-21,3,3,green,0,653,us,0,4.242,14.0,mww,595.98,-19.2814,-63.9047,"Padilla, Bolivia",Bolivia
"M 6.5 - 11 km N of Mabua, Philippines",6.5,2017-10-02,8,7,yellow,1,718,us,0,2.822,36.0,mww,15.0,9.9071,125.452,"Mabua, Philippines",Philippines
"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,2017-01-22,9,7,yellow,1,987,us,0,3.625,9.0,mww,135.0,-6.2464,155.172,"Panguna, Papua New Guinea",Papua New Guinea
"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,2017-01-19,6,6,green,1,654,us,0,1.64,21.0,mww,36.0,-10.3506,161.335,"Kirakira, Solomon Islands",Solomon Islands
"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,2017-10-01,6,3,green,1,849,us,0,3.813,18.0,mww,627.17,4.4782,122.617,"Tabiauan, Philippines",Philippines
"M 6.9 - 225 km SW of Nadi, Fiji",6.9,2017-03-01,6,4,green,1,742,us,0,2.495,13.0,mww,12.0,-19.3733,176.052,"Nadi, Fiji",Fiji region
"M 7.6 - 41 km SW of Quellón, Chile",7.6,2016-12-25,9,8,yellow,1,1152,us,0,0.355,29.0,mww,38.0,-43.4064,-73.9413,"Quellón, Chile",Chile
"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,2016-12-21,5,5,green,0,726,us,0,3.38,17.0,mww,152.0,-7.5082,127.921,"Lospalos, Timor Leste",Indonesia
"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,2016-12-17,9,7,yellow,1,972,us,0,1.389,13.0,mww,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",Papua New Guinea
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,2016-09-12,8,6,green,1,737,us,0,1.747,26.0,mww,19.73,-10.749,161.132,"Kirakira, Solomon Islands",Solomon Islands
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,2016-08-12,0,5,green,0,650,us,0,1.937,18.0,mww,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",Solomon Islands
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,2016-08-12,9,8,green,1,961,us,0,1.836,13.0,mww,40.0,-10.6812,161.327,"Kirakira, Solomon Islands",Solomon Islands
"M 6.6 - 164 km W of Ferndale, California",6.6,2016-08-12,5,4,green,1,1120,us,0,1.405,55.0,mww,8.45,40.4535,-126.194,"Ferndale, California",USA
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,2016-06-12,9,8,yellow,0,731,us,0,0.778,27.0,mww,13.0,5.2834,96.1678,"Reuleuet, Indonesia",Indonesia
"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,2016-11-25,8,7,green,0,693,us,0,1.697,20.0,mww,17.0,39.2732,73.9776,"Murghob, Tajikistan",CHINA
"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,2016-11-24,5,4,green,1,855,us,0,1.796,20.0,mww,10.0,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",El Salvador
"M 6.9 - 35 km ESE of Namie, Japan",6.9,2016-11-21,9,6,green,1,1144,us,0,0.671,10.0,mww,9.0,37.3931,141.387,"Namie, Japan",Japan
"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,2016-11-14,7,7,yellow,1,664,us,0,0.283,56.0,mww,9.0,-42.6058,173.254,"Amberley, New Zealand",New Zealand region
"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,2016-11-13,6,7,yellow,1,656,us,0,0.135,58.0,mww,10.0,-42.3205,173.669,"Blenheim, New Zealand",New Zealand region
"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,2016-11-13,9,9,orange,1,1545,us,0,0.481,21.0,mww,15.11,-42.7373,173.054,"Amberley, New Zealand",New Zealand region
"M 6.6 - 5 km ESE of Preci, Italy",6.6,2016-10-30,9,8,red,0,2840,us,0,0.174,25.0,mww,8.0,42.8621,13.0961,"Preci, Italy",Italy
"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,2016-10-19,3,3,green,0,677,us,0,2.022,16.0,mww,614.0,-4.8626,108.163,"Pamanukan, Indonesia",Indonesia
"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,2016-10-17,3,6,green,1,716,us,0,3.727,11.0,mww,42.0,-6.0033,148.887,"Kandrian, Papua New Guinea",Papua New Guinea
M 6.9 - Fiji region,6.9,2016-09-24,2,3,green,1,733,us,0,4.051,9.0,mww,596.4,-19.7819,-178.244,Fiji region,Fiji region
"M 7.0 - 175 km NE of Gisborne, New Zealand",7.0,2016-01-09,5,6,green,1,897,us,0,0.698,21.0,mww,19.0,-37.3586,179.146,"Gisborne, New Zealand",New Zealand region
"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,2016-08-31,4,3,green,1,713,us,0,0.803,12.0,mww,476.0,-3.6849,152.792,"Rabaul, Papua New Guinea",Papua New Guinea
"M 6.8 - 26 km W of Chauk, Myanmar",6.8,2016-08-24,6,6,yellow,0,981,us,0,1.802,17.0,mww,82.0,20.9228,94.569,"Chauk, Myanmar",Myanmar
M 7.2 - southeast of the Loyalty Islands,7.2,2016-12-08,6,5,green,1,799,us,0,4.823,14.0,mww,16.37,-22.4765,173.117,the Loyalty Islands,New Caledonia
"M 7.7 - Pagan region, Northern Mariana Islands",7.7,2016-07-29,5,6,green,1,971,us,0,3.294,14.0,mww,196.0,18.5429,145.507,"Pagan region, Northern Mariana Islands",Northern Mariana Islands
"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,2016-01-06,4,6,green,0,671,us,0,2.435,16.0,mww,50.0,-2.0967,100.665,"Sungai Penuh, Indonesia",Indonesia
M 7.2 - South Sandwich Islands region,7.2,2016-05-28,1,6,green,1,798,us,0,5.803,24.0,mww,78.0,-56.2409,-26.9353,South Sandwich Islands region,South Sandwich Islands region
M 6.9 -,6.9,2016-05-28,3,3,green,1,733,us,0,5.485,19.0,mww,405.69,-21.9724,-178.204,unknown,unknown
"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,2016-05-18,8,7,green,1,780,us,0,1.192,17.0,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",Ecuador
"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,2016-05-18,5,7,green,1,744,us,0,1.352,21.0,mww,16.0,0.4261,-79.7899,"Muisne, Ecuador",Ecuador
"M 7.0 - 3 km NW of Norsup, Vanuatu",7.0,2016-04-28,7,7,green,1,755,us,0,0.616,14.0,mww,24.0,-16.0429,167.379,"Norsup, Vanuatu",Vanuatu region
"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,2016-04-16,9,9,orange,1,1163,us,0,1.44,15.0,mww,20.59,0.3819,-79.9218,"Muisne, Ecuador",Ecuador
"M 7.0 - 6 km ESE of Kumamoto, Japan",7.0,2016-04-15,9,9,red,1,2074,us,0,0.349,32.0,mww,10.0,32.7906,130.754,"Kumamoto, Japan",Japan
"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,2016-04-13,6,6,yellow,0,903,us,0,3.001,14.0,mww,136.0,23.0944,94.8654,"Mawlaik, Myanmar",Myanmar
"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,2016-10-04,6,4,green,0,738,us,0,0.789,17.0,mww,212.0,36.4725,71.1311,"Ashkasham, Afghanistan",Afghanistan
"M 6.7 - 104 km W of Sola, Vanuatu",6.7,2016-07-04,7,5,green,1,692,us,0,6.787,25.0,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",Vanuatu region
"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,2016-06-04,7,6,green,1,691,us,0,6.697,19.0,mww,24.0,-14.0683,166.624,"Sola, Vanuatu",Vanuatu region
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,2016-03-04,7,6,green,1,734,us,0,1.166,25.0,mww,26.0,-14.3235,166.855,"Port-Olry, Vanuatu",Vanuatu region
"M 7.8 - southwest of Sumatra, Indonesia",7.8,2016-02-03,4,3,green,0,948,us,0,7.009,20.0,mww,24.0,-4.9521,94.3299,"Sumatra, Indonesia",Indonesia
"M 7.2 - 80 km S of Mil’kovo, Russia",7.2,2016-01-30,3,7,green,1,799,us,0,0.958,17.0,mww,177.0,53.9776,158.546,"Mil’kovo, Russia",Russia region
"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,2016-01-24,7,7,green,1,1496,ak,0,0.0,0.0,mw,125.6,59.6204,-153.339,"Pedro Bay, Alaska",USA
"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,2016-01-21,3,4,green,1,673,us,0,2.413,74.0,mww,10.0,18.8239,-106.934,"La Cruz de Loreto, Mexico",Mexico
"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,2016-01-14,5,6,green,1,717,us,0,0.281,22.0,mww,46.0,41.9723,142.781,"Shizunai-furukawachō, Japan",Japan
"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,2016-11-01,3,6,green,1,651,us,0,3.144,22.0,mww,13.0,3.8965,126.862,"Sarangani, Philippines",Indonesia
"M 6.7 - 29 km W of Imph?l, India",6.7,2016-03-01,8,7,orange,0,1515,us,0,1.794,16.0,mww,55.0,24.8036,93.6505,"Imphal, India",India region
"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,2015-12-17,8,6,green,1,765,us,0,0.41,35.0,mww,85.0,15.8015,-93.633,"Manuel Ávila Camacho (Ponte Duro), Mexico",Mexico
"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,2015-09-12,8,5,green,0,738,us,0,2.979,14.0,mww,21.0,-4.1064,129.508,"Amahai, Indonesia",Indonesia
"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,2015-07-12,4,7,green,0,827,us,0,1.116,18.0,mww,22.0,38.2107,72.7797,"Murghob, Tajikistan",Tajikistan
"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,2015-11-26,2,3,green,0,691,us,0,2.033,19.0,mww,602.75,-9.1825,-71.2574,"Tarauacá, Brazil",Brazil
"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,2015-11-24,5,4,green,0,896,us,0,2.852,10.0,mww,620.56,-10.0598,-71.0184,"Iñapari, Peru",Peru
"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,2015-11-24,6,5,green,1,957,us,0,3.287,10.0,mww,606.21,-10.5372,-70.9437,"Iñapari, Peru",Peru
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,2015-11-18,5,6,green,1,715,us,0,1.599,19.0,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",Solomon Islands
"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,2015-11-17,7,7,orange,0,1018,us,0,0.0,0.0,mww,11.0,38.67,20.6,"Lefkáda, Greece",Greece
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,2015-11-13,5,4,green,0,702,us,0,1.444,17.0,mww,12.0,31.0009,128.873,"Makurazaki, Japan",Japan
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,2015-11-11,5,6,green,0,744,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,"Coquimbo, Chile",Chile
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,2015-11-11,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,"Coquimbo, Chile",Chile
"M 6.6 - Nicobar Islands, India region",6.6,2015-08-11,7,4,green,0,675,us,0,2.792,31.0,mww,10.0,6.8431,94.648,"Nicobar Islands, India region",India region
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,2015-07-11,7,7,green,1,841,us,0,0.258,41.0,mww,46.0,-30.8796,-71.4519,"Ovalle, Chile",Chile
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,2015-04-11,5,7,green,0,657,us,0,1.53,21.0,mww,20.0,-8.3381,124.875,"Maubara, Timor Leste",Indonesia
"M 7.5 - Hindu Kush region, Afghanistan",7.5,2015-10-26,8,7,orange,0,1448,us,0,0.622,18.0,mww,231.0,36.5244,70.3676,"Hindu Kush region, Afghanistan",Afghanistan
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,2015-10-20,6,6,green,1,780,us,0,0.592,11.0,mww,135.0,-14.8595,167.303,"Port-Olry, Vanuatu",Vanuatu region
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,2015-09-24,7,7,green,0,671,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,"Sorong, Indonesia",Indonesia
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,2015-09-21,5,7,green,1,820,us,0,1.064,14.0,mww,35.0,-31.7275,-71.3792,"Illapel, Chile",Chile
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,2015-09-17,5,7,green,0,718,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,"Illapel, Chile",Chile
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,2015-09-17,6,7,green,0,657,us,0,0.749,62.0,mww,27.0,-31.4244,-71.6876,"Illapel, Chile",Chile
"M 7.0 - 25 km WNW of Illapel, Chile",7.0,2015-09-16,8,7,green,0,799,us,0,0.903,13.0,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",Chile
"M 8.3 - 48 km W of Illapel, Chile",8.3,2015-09-16,9,8,orange,1,1960,us,0,0.684,19.0,mww,22.44,-31.5729,-71.6744,"Illapel, Chile",Chile
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,2015-09-13,5,5,green,1,708,us,0,1.256,123.0,mww,10.0,24.913,-109.623,"Topolobampo, Mexico",Mexico
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,2015-12-08,0,5,green,1,650,us,0,2.045,16.0,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",Solomon Islands
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,2015-10-08,3,5,green,1,671,us,0,1.872,20.0,mww,22.0,-9.3438,158.053,"Malango, Solomon Islands",Solomon Islands
"M 7.0 - 234 km W of Abepura, Indonesia",7.0,2015-07-27,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,"Abepura, Indonesia",Indonesia
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,2015-07-27,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",USA
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,2015-07-18,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,"Lata, Solomon Islands",Solomon Islands
